COMP4963|5555555|Student, Fake                                     |9999/1|FAKEAA|099.99|22T2|20000122|F               
COMP9417|5235499|Yang, Karen Hannah                                |3778/1|ENGGAH|054.744|22T2|20040801|F
COMP2521|5293236|Chen, Melanie Vivian                              |7003/1|COMPSS|076.541|22T2|20000709|F
COMP9313|5236214|Chen, .                                           |8543|COMPA1|062.873|22T2|19960301|F
COMP9021|5256679|Zhang, Patrick Robert Yiming                      |3778/1|ELECAH|046.224|22T2|19940822|M
COMP1531|5254235|Dai, Anna Xinyu                                   |3707/4|COMPA1 ECONA1|049.749|22T2|20020403|F
DPST1021|5289259|Hu, Yi Catherine Chelsea                          |8543|COMPA1 MTRNAH|041.160|22T2|19970606|F
COMP6443|5210062|Zhang, Jiaqi                                      |3778/1|COMPA1|079.688|22T2|19950807|F
COMP9444|5210512|Li, William Nicolas Aryan                         |8543|COMPA1|069.653|22T2|20040416|M
ENGG1811|5288576|Ahmed, Aditya Ian Jacky                           |1650|CVENAH|059.171|22T2|20011024|M
COMP9900|5211841|Lai, Alexander                                    |3764/2|COMPA1|031.353|22T2|19870726|M
COMP9444|5237565|Guo, Rachel Natalie Hannah                        |7004/1|COMPSS|097.420|22T2|19960806|F
COMP2511|5274191|Huang, Thomas Henry Jerry                         |3707/1|COMPAS|012.243|22T2|20010406|M
COMP2521|5229762|Feng, Olivia                                      |3736/1|INFSA1|050.742|22T2|20001117|F
COMP6447|5261429|Qi, Terry Luke Ray                                |3766/7|ELECAH PHYSC1|055.519|22T2|20040129|M
GSOE9220|5228074|Xu, Mitchell Yue Yuchen                           |3778/2|COMPBH|060.097|22T2|20000722|M
DPST1021|5284366|Shi, Josh Jeremy                                  |7002/1|DPENX1|055.893|22T2|20020219|M
COMP1010|5280156|Chen Sean, Samuel Mohammad                        |3778/2|COMPA1|053.581|22T2|19990310|M
COMP2521|5269625|Zhao, Peter Paul                                  |8543|COMPAS|067.476|22T2|20030129|M
BIOM9660|5287333|Liu, James Edwin                                  |3778/3|COMPA1|075.395|22T2|19930725|M
COMP3121|5291517|Li, Ryan Nikhil                                   |3707/1|COMPAS|073.687|22T2|20011004|M
BIOM1010|5206835|Singh Peter, Haoran                               |3791/4|SENGAH|030.967|22T2|20030414|M
COMP9414|5297038|Qi, Christian                                     |3789/3|COMPA1 MECHAH|037.357|22T2|20040106|M
COMP9902|5246212|Li, Xin Xinyu                                     |7003/1|COMPA1|062.807|22T2|19971225|M
DPST1014|5262194|Li Ray, Michael Kenny Joseph                      |8543|COMPA1|070.681|22T2|20031103|M
COMP6771|5219084|Ngo, Fiona Annie Charlotte Sarah                  |2645|COMPI1 PSYCA1|092.740|22T2|19960326|F
COMP2041|5220803|Wilson, Yang Yang Leo Hugo                        |3785/2|COMPA1 UNDL-U|069.968|22T2|20020208|M
COMP9313|5283407|Chen, Andrew                                      |8543|COMPA1|078.415|22T2|20040730|M
COMP2041|5254396|Hu, Boyang Brandon Haoran                         |3764/1|COMPSS|068.604|22T2|20040705|M
COMP9331|5299092|Zhou, Michael                                     |3778/2|COMPAS|098.190|22T2|19970428|M
COMP1521|5205353|Wong, Xinyu Amy                                   |3784/3|COMPSS|041.595|22T2|19961115|F
COMP3900|5275084|Meng Kenny, Albert Mohammad Evan                  |3706/3|COMPCS COMPDS|068.319|22T2|19991116|M
COMP3900|5298465|Ang, Will Christian Xavier Rahul                  |3778/1|COMPCS COMPSS|022.748|22T2|20030113|M
DPGE1003|5235011|Lim, Ho                                           |3789/2|COMPBH|097.971|22T2|19790210|M
COMP9024|5218938|Wu, Justin Stephen Paul Kenneth                   |3778/1|COMPA1|042.742|22T2|19930517|M
COMP1521|5218419|Gu, Yuhao Nicolas                                 |3707/3|ELECAH|086.629|22T2|19900414|M
COMP1531|5264795|Tang Xinran, Hannah Anna Jennifer                 |3791/1|MATHM1|090.987|22T2|19971217|F
COMP1521|5276534|Liu, David Chun                                   |3778/2|SENGAH|085.883|22T2|19961204|M
COMP9319|5264193|Luo Jordan, Brendan Brendan Will                  |8338|DPBSA1|048.017|22T2|19961202|M
COMP9517|5229035|Nguyen, Richard                                   |3707/3|SENGAH|065.998|22T2|20020720|M
DPGE1001|5292408|Zhou Ziheng, Sean                                 |3778/2|COMPA1|073.236|22T2|20030812|M
COMP1521|5233550|Wang, Nicholas Raymond Isaac                      |8543|COMPA1|038.557|22T2|20000127|M
DPGE1002|5268489|Hu, Hao Owen Ricky                                |3782/4|COMPA1 MATHC2|099.756|22T2|20030328|M
COMP6843|5258599|Sun, Edward Terry                                 |3778/1|SENGAH|059.981|22T2|20020503|M
DPST1032|5214025|Chen, Amy Amy                                     |3707/1|COMPA1|030.559|22T2|19991117|F
COMP1521|5230639|Zhou Lachlan, John Zachary Edward                 |7001/1|ELECBH|060.415|22T2|19930609|M
COMP9902|5288488|Wang, Jesse                                       |3782/2|COMPA1 MATHP1|099.301|22T2|20000625|M
COMP2041|5234522|Huang, Raymond Rui                                |3778/1|COMPA1|044.032|22T2|20011110|M
COMP2511|5292408|Zhou Ziheng, Sean                                 |3778/2|COMPA1|073.236|22T2|20030812|M
COMP3511|5260435|Wang, James                                       |8543|COMPA1|091.980|22T2|19980223|M
COMP1911|5286077|Guo, William Yuhao Xiao                           |3789/2|COMPAS COMPSS|097.595|22T2|19980825|M
COMP9417|5260960|Pham, Christine Sarah                             |3959/1|COMPI1 MTRNAH|085.120|22T2|20020228|F
DPGE1002|5201681|Liu, Michael                                      |3778/2|COMPA1|083.366|22T2|20040712|M
COMP9902|5249520|Guo, Richard Tom                                  |8543|MTRNAH|070.007|22T2|19990324|M
COMP3153|5235765|Wang, Grace Catherine                             |8543|COMPA1|060.220|22T2|19961202|F
COMP2521|5279521|Shao, Tony                                        |3786/1|DPEND1|050.249|22T2|19980723|M
COMP6443|5200485|Deng, Zhen George Alexander                       |3781/3|SENGAH|071.301|22T2|19930821|M
COMP9020|5245107|Zou, Austin Stanley Jack                          |3768/5|MTRNES|035.099|22T2|19951203|M
DPBS1170|5237684|Pham, Lawrence Yichen Xiao                        |3784/2|DPENX1|072.972|22T2|19960214|M
DPBS1170|5219711|Chen, Andrew Eric                                 |3778/1|COMPA1|067.522|22T2|20030812|M
COMP2511|5209266|Singh, Oscar Sunny                                |3784/2|COMPBH|063.271|22T2|20021210|M
COMP9021|5221882|Wang, William Sean Richard                        |8543|COMPA1|036.904|22T2|19970902|M
DPBS1170|5255159|Lin, Steven                                       |7004/1|SENGAH|094.572|22T2|19910829|M
ENGG1811|5276647|Liang, Christopher Jacob Feng Gabriel             |3784/2|SENGAH|077.683|22T2|19990203|M
DPGE1003|5219203|Li, James Nicholas Christopher                    |8543|COMPA1|061.447|22T2|19970212|M
COMP2041|5244727|Liu, William Mark                                 |8543|COMPA1|089.743|22T2|20040114|M
COMP1511|5278794|Sun, Luke                                         |3707/1|SENGAH|030.462|22T2|19961115|M
COMP2041|5247582|Chen, Austin                                      |4515/1|COMPA1 CVENAH|065.485|22T2|19980922|M
COMP3141|5266760|Wang, Matthew George                              |8543|COMPA1|077.890|22T2|19900307|M
COMP2041|5269496|Liu, Alex Zachary                                 |8543|COMPA1|048.669|22T2|19920602|M
ENGG1811|5299767|Luong, Jiaxin Michael                             |3781/3|COMPD1 MATHU1|080.245|22T2|20010513|M
DPBS1170|5277203|Zhou Kelvin, Jack Ahmed Terry                     |8543|COMPAS|097.243|22T2|19960513|M
COMP9331|5233586|Gu, Mia Jing                                      |3961/3|ASIAB1 COMPY1|068.148|22T2|19991024|F
COMP9444|5237887|Guo, Jason                                        |3764/2|CEICDH|069.753|22T2|20031202|M
COMP9444|5259597|Zhou, Dylan Boyang Frank                          |3781/1|COMPA1 MTRNAH|032.904|22T2|20000327|M
COMP2041|5257910|Li Jiacheng, Justin Ran                           |3778/2|COMPCS|072.134|22T2|20001126|M
COMP3900|5277963|Wang, Nicholas Yang                               |8543|COMPA1|077.759|22T2|19980527|M
COMP3121|5293181|Gu, Aryan                                         |3970/1|COMPSS|021.818|22T2|20010926|M
COMP9044|5246074|Song Gabriel, Harry                               |3761/1|COMPA1 ELECAH|072.462|22T2|19891122|M
COMP9101|5292291|Han Rahul, Md Angus Ray                           |3781/4|COMPA1 TELEAH|043.710|22T2|20020526|M
DPST1021|5205556|Meng, Aryan Harry James Chi                       |3707/1|FINSA1|089.396|22T2|20040213|M
COMP1511|5224457|Li, David Simon                                   |8543|COMPA1|081.905|22T2|19920924|M
COMP9444|5275120|Ma, Max Roy                                       |3543/2|COMPY1 MECHAH|077.550|22T2|20010610|M
ENGG1811|5210396|Dong, Mohammad Robert                             |3778/3|COMPA1|055.374|22T2|19950728|M
COMP2041|5222340|Yao, Yu                                           |3707/1|ENGGAH|072.871|22T2|20010617|F
COMP1521|5231437|Pan, Johnny Jesse Angus                           |3778/3|COMPAH|076.450|22T2|19940911|M
COMP1511|5228788|Han, Paul Frank                                   |3707/2|COMPA1 MATHA1|067.681|22T2|19960704|M
COMP1531|5223772|Lee, Kevin Jacky Zheng Joe Anton                  |3778/3|COMPAS|045.414|22T2|20021120|M
COMP3331|5284735|Liu Anna, Jiayi Xin Xin Charlotte                 |3707/1|COMPAS|045.482|22T2|19990408|F
BIOM9660|5220636|Zhou, Michael                                     |3778/3|COMPAS|048.358|22T2|19910816|M
BIOM4953|5210911|Yang Jasper, Ryan Charles                         |3778/3|SENGAH|076.306|22T2|20020122|M
COMP9313|5262962|Xu, Jeremy Zac Peter                              |3778/1|COMPAS|046.965|22T2|20041001|M
COMP9101|5244693|Zhang, Eric Jason Benjamin                        |3791/1|COMPI1 MATHC2|070.474|22T2|19950926|M
COMP2041|5252787|Chan, Angela Grace Anna Jasmine                   |8543|COMPA1|066.786|22T2|20000411|F
COMP2041|5231202|Liu, Ethan Oliver                                 |8543|COMPA1|051.480|22T2|20021127|M
ENGG1811|5261743|Wang, Richard Ye Joe                              |3778/1|COMPCS|053.035|22T2|20040124|M
COMP3121|5293870|Cao, Bryan Tian Nikhil                            |3791/1|BIOMDS MATSH1|050.134|22T2|20020801|M
COMP1531|5243901|Huynh, Rachel Yu Charlotte                        |6115/1|ELECF1|058.706|22T2|20030622|F
DPGE1003|5289573|Zhang, Sarah Rachel                               |8543|COMPA1|047.035|22T2|19700119|F
BIOM9420|5209116|Liu, Ethan Tony Nicholas                          |3707/1|COMPA1|056.619|22T2|19870306|M
COMP6452|5202497|Wu, Jasmine Yu                                    |3707/1|SENGAH|058.179|22T2|19950823|F
COMP1511|5293545|Huang, Sophia Mia Vivian                          |7002/1|COMPA1|060.916|22T2|19980307|F
COMP3141|5211993|Nguyen, Joseph Sunny Yu                           |1650|COMPA1|065.331|22T2|20010916|M
COMP9024|5263976|Zeng, Yuhao Jiaxin                                |3762/1|COMPD1|025.944|22T2|19991023|M
COMP1010|5277665|Liang, Ahmed Tong Sean Edward                     |3959/3|UNDL-U|098.951|22T2|20040417|M
COMP9417|5292891|Lin, Brian Lawrence                               |3778/2|MTRNAH|081.136|22T2|20010427|M
COMP3511|5289355|Su, Jay Alexander                                 |3778/1|DPENX1|045.631|22T2|19990817|M
COMP2511|5261442|Nguyen, Daniel Tom Andrew                         |3778/2|COMPCS|052.408|22T2|19930609|M
GSOE9220|5276148|Zhou, Xinyi                                       |3784/3|COMPA1 PHYSL1|065.743|22T2|20011126|F
COMP2511|5270867|Huang, William Lachlan Andre                      |3785/2|COMPER|040.888|22T2|20021015|M
COMP4601|5286272|Li, Nicole Olivia                                 |8543|COMPA1|082.937|22T2|19990506|F
DPST1021|5233961|Li Julian, Alex Yu                                |8543|COMPA1|055.462|22T2|19950403|M
DPST1014|5299217|Lam, Albert                                       |8338|COMPA1 FINSA1|026.946|22T2|19991108|M
COMP9021|5269589|Shao, Yue Jeffrey Peter                           |3422/1|SOLABH|070.703|22T2|20040824|M
DPBS1150|5255180|Meng Patrick, Yu Jun Ian Kenny Frank              |3707/2|CVENAH|060.619|22T2|20040814|M
COMP2511|5212221|Luo Callum, Austin                                |3778/2|COMPAS COMPSS|054.959|22T2|20030208|M
COMP4962|5277944|Dai, Olivia Amy                                   |1650|COMPAS|026.030|22T2|20030904|F
COMP9517|5282275|Chen Nikhil, William Yiming Muhammad              |8543|COMPA1|071.422|22T2|20040213|M
COMP2521|5272858|Zhang, Elizabeth Xinran                           |8543|COMPA1|067.915|22T2|19950316|F
COMP1511|5242841|Han, Yichen John Jack Roy                         |3789/2|COMPER|056.840|22T2|19840617|M
BIOM9332|5213965|Zhang Yifei, Zeyu Ke                              |3768/4|COMPCS|057.434|22T2|20020902|M
COMP6771|5216733|Hou, Evan Oliver Zihao                            |3707/3|MTRNES|091.998|22T2|20001213|M
COMP9417|5248778|Cao, Nicole                                       |3767/1|COMPA1 MATHP1|074.395|22T2|20010519|F
COMP9101|5270795|Li, Rachel Fiona Yu                               |8543|COMPA1|052.389|22T2|19921017|F
COMP3141|5296642|Wang, Samuel Feng Ken                             |3785/1|SENGAH|053.412|22T2|20000528|M
COMP3141|5222427|Shen, Yue Andrew Danny                            |1650|AEROAH|062.053|22T2|20010611|M
COMP9517|5201085|Wang, Andrew Jonathan Robert                      |8543|COMPA1|056.731|22T2|20040516|M
DPGE1001|5254491|Zheng, Yi Yue                                     |3778/3|MATHA1 SENGAH|047.968|22T2|20020207|M
COMP6443|5289727|Lin, Nicholas Oscar Boyang                        |3707/1|COMPA1|057.379|22T2|19990515|M
COMP3141|5239977|Shen, Winston Xinyu                               |3784/4|COMPA1 FINSA1|064.113|22T2|20030728|M
COMP3151|5233550|Wang, Nicholas Raymond Isaac                      |8543|COMPA1|038.557|22T2|20000127|M
COMP9024|5223935|Lin, Claire Jiaqi                                 |1650|AEROAH|080.095|22T2|20000805|F
COMP1521|5240933|Yang, Josh                                        |3785/1|COMPBH|069.829|22T2|19980916|M
COMP2521|5207104|Lin, Alexander Tong Yichen Caleb                  |3778/1|COMPAS|039.227|22T2|19960305|M
COMP4953|5241321|Sheng, Yue Oliver                                 |3785/4|COMPAS|067.486|22T2|20030624|M
COMP3331|5292026|Zhou, Kevin Will Gabriel Hugo                     |3707/3|UNDL-U|073.134|22T2|19960305|M
COMP2041|5274395|Nguyen, Joshua Jin                                |3707/1|COMPCS|067.665|22T2|20040201|M
COMP1531|5281604|Dong Xinyi, Christina Yu Karen                    |3784/2|UNDL-U|074.351|22T2|19970701|F
COMP1511|5295130|Chen, Lachlan                                     |3778/3|SENGAH|057.421|22T2|20010507|M
COMP9021|5207663|Feng Yu, Amy                                      |3764/5|SENGD1|093.966|22T2|20030605|F
COMP3141|5279767|Wong, Josh Jiawei Jacky                           |7372|COMPA1 PSYCA1|024.993|22T2|20040409|M
DPST1013|5290903|Tang, Jeremy                                      |8543|UNDL-U|062.445|22T2|20031230|M
COMP1521|5266491|Nguyen, Joseph Ivan                               |3707/4|COMPER|047.922|22T2|20010905|M
COMP3141|5246212|Li, Xin Xinyu                                     |7003/1|COMPA1|062.807|22T2|19971225|M
COMP1511|5213056|Kim, Charlotte Charlotte Rebecca                  |3707/3|UNDL-U|056.855|22T2|20010330|F
COMP1531|5226241|Zhang, Michelle                                   |3707/4|UNDL-U|080.450|22T2|19960917|F
COMP1531|5270844|Chen, Ethan Anton James                           |8543|COMPA1|047.520|22T2|20011130|M
COMP6771|5277449|Deng, Lachlan Ho                                  |3970/1|DPENX1|048.644|22T2|20040708|M
DPST1014|5237663|Wei, Kevin                                        |3707/1|AEROAH|088.281|22T2|19991023|M
COMP9417|5266204|Fu, George Lucas Richard                          |3959/3|COMPY1|075.348|22T2|20010823|M
DPBS1180|5202263|Fan, Winston Ho Chen Brandon                      |3764/2|DPENO1|045.173|22T2|20040707|M
ENGG1811|5255932|Zhang Jerry, Alex Chi Patrick                     |8543|COMPCS|062.698|22T2|20020920|M
COMP9414|5284673|Yang, Anthony                                     |8543|COMPA1|014.718|22T2|20030207|M
COMP6771|5298816|Xu, Raymond Aaron Ziheng                          |3778/1|DPBSA1|072.527|22T2|19950711|M
BIOM9660|5247019|Wan, Julian Gabriel Xinyu                         |3956/1|COMPAS COMPSS|090.791|22T2|19920929|M
COMP6447|5214043|Luo, Ryan Leo Marcus                              |7543|COMPA1 FINSA1|070.425|22T2|19950420|M
COMP3121|5252908|He, Nathan Bryan                                  |3784/1|MTRNAH|074.776|22T2|19960511|M
DPBS1170|5216391|Li, Amy Mia Sarah                                 |8543|COMPA1|081.213|22T2|19951004|F
COMP4952|5236289|Zheng, Gabriel Ian Brandon                        |3768/2|BINFAH|073.211|22T2|20040105|M
COMP9021|5221896|Zhang, Matthew Michael                            |3778/2|COMPA1|056.377|22T2|20020725|M
DPGE1003|5264480|Ha, Charles Aiden Robert                          |3783/2|MANFCS|080.405|22T2|19820707|M
COMP1531|5288357|Wang, Jiayi Karen Christine                       |8543|COMPAS|084.446|22T2|20031223|F
DPBS1190|5297774|Mei, Stanley Derek Aaron Xinyu                    |2645|COMPA1 PHYSC1|047.536|22T2|20040417|M
COMP1521|5284294|Tran Alan, Christopher                            |8543|DPENX1|062.106|22T2|20040517|M
COMP1521|5220542|Ye, Jonathan Joshua                               |3778/2|MTRNAH|085.267|22T2|19980203|M
COMP2511|5203626|Zhao, Alexander Muhammad Nikhil                   |7004/1|COMPBH|052.164|22T2|20021011|M
COMP2521|5209142|Kong, Jeremy Raymond                              |3782/4|BIOCG1|037.037|22T2|20000927|M
COMP1531|5206222|Chen, Daniel Yu                                   |8543|COMPA1|094.709|22T2|19990824|M
COMP3141|5297028|Zhu, Marcus Lawrence Joseph                       |3768/1|DPBSA1|019.669|22T2|19970117|M
COMP9414|5223935|Lin, Claire Jiaqi                                 |1650|AEROAH|080.095|22T2|20000805|F
COMP3900|5293336|Zhang, Nicholas Lawrence                          |8543|COMPA1|051.567|22T2|19971010|M
COMP1521|5286666|Zhu, Edward                                       |3778/2|COMPSS|012.261|22T2|20040106|M
COMP1511|5269820|Li, Matthew                                       |3764/1|MATHE1|065.650|22T2|19990318|M
COMP9517|5259132|Tran, Zheng Calvin                                |3764/3|COMPA1 MTRNAH|051.851|22T2|20031212|M
COMP2041|5224694|Zhang Ziheng, Eric Victor Xiang                   |3707/1|SENGAH|080.653|22T2|19970611|M
DPGE1001|5234871|Do, Dan Oliver                                    |3768/1|COMPSS|078.195|22T2|20030208|M
DPGE1003|5274335|Wang, Daniel Yifei                                |8543|COMPA1|098.204|22T2|20010209|M
COMP9900|5222337|Huang, Matthew Lachlan Feng                       |8543|COMPA1|073.259|22T2|19910109|M
COMP6771|5205206|Liu, Samuel Ray                                   |8543|COMPA1|085.514|22T2|20040304|M
COMP2511|5266107|Chen, Joshua Bill Ke                              |8543|COMPA1|026.074|22T2|20021130|M
COMP9101|5224682|Su, Julian Bill Kenny                             |3707/4|MTRNES|058.529|22T2|20020317|M
COMP1511|5266318|Xu, Brian Sam                                     |3707/1|COMPAS|077.950|22T2|19980112|M
COMP1531|5221061|Patel, Jeremy Anton Robert Jacob Andy             |3784/3|SENGAH|068.043|22T2|19851023|M
COMP3511|5222636|Yang, Luke Zheng James                            |3707/3|CEICAH|070.873|22T2|20011112|M
BIOM9660|5245660|Yang, Mia Karen                                   |3784/1|DPSTH1|062.753|22T2|20010109|F
COMP3141|5209393|Wong, Ziheng Leo Md                               |3785/3|DIGMG1|029.523|22T2|19900423|M
BIOM9420|5231702|Chen, Chloe Yi                                    |8543|COMPA1|094.156|22T2|20040208|F
DPST1014|5220187|Dang, Noah                                        |3783/3|ANATA1 MECHAH|063.098|22T2|19980823|M
COMP3141|5269130|Phan, Frank                                       |3736/2|COMPA1|074.606|22T2|20030219|M
COMP4601|5224449|Liu Josh, Nicholas Harrison Austin                |8543|COMPA1|094.937|22T2|19990306|M
COMP1511|5209023|Lee, Nicholas Leon                                |3707/2|COMPCS|064.980|22T2|20020403|M
COMP9900|5206995|Li Kevin Adam, James Yu Kevin Liam                |8543|COMPA1|062.942|22T2|20000820|M
COMP9417|5254205|Wang, Alexander Thomas                            |3778/3|SENGAH|061.264|22T2|20011116|M
COMP4952|5239111|Li Adrian, David Ryan Kenneth                     |8543|COMPA1|084.140|22T2|20030801|M
COMP9417|5224855|Kong, Gary Ho                                     |2645|ACTLD1 COMPA1|032.147|22T2|20021209|M
COMP9414|5207880|Patel, Lachlan Christian                          |3959/1|SENGAH|078.071|22T2|19981025|M
COMP9444|5212803|Zhang, Tao Edwin Jimmy                            |3959/1|INFSA1|050.597|22T2|20010507|M
COMP6771|5215019|Wong, Stephen                                     |3707/1|DPBSA1|077.351|22T2|20011201|M
COMP2521|5281159|Zhang Robert, James Wei                           |3707/1|COMPA1|067.540|22T2|20040913|M
COMP1531|5235500|Zhao, Grace Anna                                  |3674/2|COMPCS|046.328|22T2|20020331|F
COMP3331|5273395|Ma, Richard Chen Daniel Joel                      |3674/1|MTRNAH|031.919|22T2|19980903|M
DPGE1002|5215007|Yu, Kelly Anna                                    |3784/3|DPENX1|063.576|22T2|20011001|F
COMP1521|5275386|Jia, Matthew Jiaqi                                |3409/1|COMPY1 MTRNAH|060.077|22T2|19920626|M
COMP2521|5293356|Luo Rohan, Tian Joe                               |3707/3|ELECAH|049.413|22T2|19980702|M
COMP9101|5214391|Li, Nicole Tina                                   |8543|COMPA1|096.563|22T2|20030711|F
DPGE1003|5264033|Zhang, Daniel Christopher Adam                    |3778/1|DPBSA1|078.031|22T2|20040805|M
COMP2041|5275638|Li, Haoran Andre                                  |3586/2|COMPN1|096.701|22T2|20021223|M
COMP9323|5224449|Liu Josh, Nicholas Harrison Austin                |8543|COMPA1|094.937|22T2|19990306|M
COMP9024|5278438|Huang, Thomas Yue Tony                            |8543|SENGAH|089.264|22T2|19990704|M
COMP9517|5223128|Wu, Oliver Jacky Edward                           |3707/2|COMPSS|054.752|22T2|19931126|M
